Row_ID,Sprint #,Year,Sprint_Number,Application_Name,Team_Name,Complexity,User story count,test case count,QE_Phase,AI_Used,Baseline_Effort,Actual_Effort,AI_Used_Flag,Effort_Saved,Productivity_Improvement_Pct,Actual_to_Baseline_Ratio,Story_to_Test_Ratio,Baseline_Effort_per_Story
12,2023-S03,2023,3,Billing & Payments,Billing & Payments QA,Medium,12.0,66.0,Regression Testing,No,26.68,24.76,0,1.9199999999999982,7.1964017991004425,0.9280359820089956,5.076923076923077,2.0523076923076924
12,2023-S03,2023,3,Billing & Payments,Billing & Payments QA,Medium,12.0,66.0,Defect Management,No,29.1537,35.13,0,-5.976300000000002,-20.499284824910738,1.2049928482491075,5.076923076923077,2.2425923076923078
13,2023-S03,2023,3,Mobile Service App,Mobile & Web QE,Low,9.0,23.0,Test Planning,No,9.0,9.33,0,-0.33000000000000007,-3.6666666666666674,1.0366666666666666,2.3,0.9
13,2023-S03,2023,3,Mobile Service App,Mobile & Web QE,Low,9.0,23.0,Test Design,No,9.0232,7.86,0,1.163199999999999,12.891213760085101,0.8710878623991489,2.3,0.9023199999999999
13,2023-S03,2023,3,Mobile Service App,Mobile & Web QE,Low,9.0,23.0,Automation Development,Yes,15.0,13.28,1,1.7200000000000006,11.46666666666667,0.8853333333333333,2.3,1.5
13,2023-S03,2023,3,Mobile Service App,Mobile & Web QE,Low,9.0,23.0,Test Execution,No,3.81,3.67,0,0.14000000000000012,3.6745406824147016,0.9632545931758529,2.3,0.381
13,2023-S03,2023,3,Mobile Service App,Mobile & Web QE,Low,9.0,23.0,Regression Testing,No,6.59,6.4,0,0.1899999999999995,2.8831562974203266,0.9711684370257967,2.3,0.659
13,2023-S03,2023,3,Mobile Service App,Mobile & Web QE,Low,9.0,23.0,Defect Management,No,6.9,8.0,0,-1.0999999999999996,-15.942028985507239,1.1594202898550725,2.3,0.6900000000000001
14,2023-S03,2023,3,ERP Operations,ERP Operations QA,Medium,7.0,65.0,Test Planning,No,10.0,9.5,0,0.5,5.0,0.95,8.125,1.25
14,2023-S03,2023,3,ERP Operations,ERP Operations QA,Medium,7.0,65.0,Test Design,No,28.76,26.24,0,2.520000000000003,8.762169680111276,0.9123783031988872,8.125,3.595
14,2023-S03,2023,3,ERP Operations,ERP Operations QA,Medium,7.0,65.0,Automation Development,No,24.0,28.42,0,-4.420000000000002,-18.41666666666667,1.1841666666666668,8.125,3.0
14,2023-S03,2023,3,ERP Operations,ERP Operations QA,Medium,7.0,65.0,Test Execution,No,10.0,8.61,0,1.3900000000000006,13.900000000000007,0.861,8.125,1.25
14,2023-S03,2023,3,ERP Operations,ERP Operations QA,Medium,7.0,65.0,Regression Testing,No,26.3,24.1,0,2.1999999999999993,8.36501901140684,0.9163498098859316,8.125,3.2875
14,2023-S03,2023,3,ERP Operations,ERP Operations QA,Medium,7.0,65.0,Defect Management,No,18.25,18.0,0,0.25,1.36986301369863,0.9863013698630136,8.125,2.28125
15,2023-S03,2023,3,API Integration Platform,API & Middleware QA,Medium,10.0,64.0,Test Planning,No,10.8,12.0,0,-1.1999999999999993,-11.111111111111104,1.111111111111111,5.818181818181818,0.9818181818181819
15,2023-S03,2023,3,API Integration Platform,API & Middleware QA,Medium,10.0,64.0,Test Design,No,27.56,29.5,0,-1.9400000000000013,-7.039187227866478,1.0703918722786647,5.818181818181818,2.5054545454545454
15,2023-S03,2023,3,API Integration Platform,API & Middleware QA,Medium,10.0,64.0,Automation Development,No,34.83,35.7,0,-0.8700000000000045,-2.4978466838932087,1.0249784668389321,5.818181818181818,3.166363636363636
15,2023-S03,2023,3,API Integration Platform,API & Middleware QA,Medium,10.0,64.0,Test Execution,No,10.37,11.79,0,-1.42,-13.69334619093539,1.1369334619093538,5.818181818181818,0.9427272727272726
15,2023-S03,2023,3,API Integration Platform,API & Middleware QA,Medium,10.0,64.0,Regression Testing,No,25.19,27.0,0,-1.8099999999999987,-7.185391028185782,1.0718539102818578,5.818181818181818,2.29
15,2023-S03,2023,3,API Integration Platform,API & Middleware QA,Medium,10.0,64.0,Defect Management,No,12.72,14.49,0,-1.7699999999999996,-13.91509433962264,1.1391509433962264,5.818181818181818,1.1563636363636365
16,2023-S03,2023,3,CRM Sales & Service,CRM Platform QA,Low,8.0,38.0,Test Planning,No,9.31,9.71,0,-0.40000000000000036,-4.296455424274977,1.0429645542427497,4.222222222222222,1.0344444444444445
16,2023-S03,2023,3,CRM Sales & Service,CRM Platform QA,Low,8.0,38.0,Test Design,No,17.1,20.6,0,-3.5,-20.46783625730994,1.2046783625730995,4.222222222222222,1.9000000000000001
16,2023-S03,2023,3,CRM Sales & Service,CRM Platform QA,Low,8.0,38.0,Automation Development,No,21.84,22.61,0,-0.7699999999999996,-3.5256410256410233,1.0352564102564101,4.222222222222222,2.4266666666666667
16,2023-S03,2023,3,CRM Sales & Service,CRM Platform QA,Low,8.0,38.0,Test Execution,No,6.0,6.79,0,-0.79,-13.166666666666668,1.1316666666666666,4.222222222222222,0.6666666666666666
16,2023-S03,2023,3,CRM Sales & Service,CRM Platform QA,Low,8.0,38.0,Regression Testing,No,11.87,12.4,0,-0.5300000000000011,-4.465037910699252,1.0446503791069925,4.222222222222222,1.3188888888888888
16,2023-S03,2023,3,CRM Sales & Service,CRM Platform QA,Low,8.0,38.0,Defect Management,No,8.0,7.9,0,0.09999999999999964,1.2499999999999956,0.9875,4.222222222222222,0.8888888888888888
17,2023-S04,2023,4,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Test Planning,No,15.02,20.07,0,-5.050000000000001,-33.621837549933424,1.3362183754993342,4.266666666666667,1.0013333333333334
17,2023-S04,2023,4,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Test Design,No,28.2,28.2234,0,-0.023400000000002308,-0.0829787234042635,1.0008297872340426,4.266666666666667,1.88
17,2023-S04,2023,4,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Automation Development,No,36.09,35.1,0,0.990000000000002,2.7431421446384094,0.9725685785536159,4.266666666666667,2.406
17,2023-S04,2023,4,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Test Execution,No,9.8,10.5,0,-0.6999999999999993,-7.142857142857135,1.0714285714285714,4.266666666666667,0.6533333333333334
17,2023-S04,2023,4,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Regression Testing,No,24.73,28.0,0,-3.2699999999999996,-13.222806308127776,1.1322280630812778,4.266666666666667,1.6486666666666667
17,2023-S04,2023,4,CRM Sales & Service,CRM Platform QA,Medium,14.0,64.0,Defect Management,No,17.49,17.93,0,-0.4400000000000013,-2.515723270440259,1.0251572327044025,4.266666666666667,1.166
18,2023-S04,2023,4,Billing & Payments,Billing & Payments QA,High,7.0,96.0,Test Planning,No,10.5,9.29,0,1.2100000000000009,11.523809523809533,0.8847619047619046,12.0,1.3125
18,2023-S04,2023,4,Billing & Payments,Billing & Payments QA,High,7.0,96.0,Test Design,No,51.65,53.79,0,-2.1400000000000006,-4.143272023233302,1.041432720232333,12.0,6.45625
18,2023-S04,2023,4,Billing & Payments,Billing & Payments QA,High,7.0,96.0,Automation Development,No,49.88,71.08,0,-21.199999999999996,-42.50200481154771,1.4250200481154771,12.0,6.235
18,2023-S04,2023,4,Billing & Payments,Billing & Payments QA,High,7.0,96.0,Test Execution,No,18.28,16.6,0,1.6799999999999997,9.190371991247263,0.9080962800875274,12.0,2.285
18,2023-S04,2023,4,Billing & Payments,Billing & Payments QA,High,7.0,96.0,Regression Testing,No,29.7,29.76,0,-0.060000000000002274,-0.2020202020202097,1.002020202020202,12.0,3.7125
18,2023-S04,2023,4,Billing & Payments,Billing & Payments QA,High,7.0,96.0,Defect Management,No,28.1442,29.99,0,-1.845799999999997,-6.558367265724366,1.0655836726572436,12.0,3.518025
19,2023-S04,2023,4,Mobile Service App,Mobile & Web QE,Low,10.0,57.0,Test Planning,No,7.96,7.07,0,0.8899999999999997,11.18090452261306,0.8881909547738693,5.181818181818182,0.7236363636363636
19,2023-S04,2023,4,Mobile Service App,Mobile & Web QE,Low,10.0,57.0,Test Design,No,21.0,24.38,0,-3.379999999999999,-16.09523809523809,1.160952380952381,5.181818181818182,1.9090909090909092
19,2023-S04,2023,4,Mobile Service App,Mobile & Web QE,Low,10.0,57.0,Automation Development,No,37.01,43.55,0,-6.539999999999999,-17.67089975682248,1.1767089975682248,5.181818181818182,3.3645454545454543
19,2023-S04,2023,4,Mobile Service App,Mobile & Web QE,Low,10.0,57.0,Test Execution,No,8.05,8.33,0,-0.27999999999999936,-3.4782608695652093,1.0347826086956522,5.181818181818182,0.7318181818181819
19,2023-S04,2023,4,Mobile Service App,Mobile & Web QE,Low,10.0,57.0,Regression Testing,No,13.22,11.62,0,1.6000000000000014,12.10287443267777,0.8789712556732223,5.181818181818182,1.201818181818182
19,2023-S04,2023,4,Mobile Service App,Mobile & Web QE,Low,10.0,57.0,Defect Management,No,8.87,8.77,0,0.09999999999999964,1.1273957158962757,0.9887260428410373,5.181818181818182,0.8063636363636363
20,2023-S04,2023,4,Customer Web Portal,EIP-QA,Low,10.0,80.0,Test Planning,No,8.95,8.68,0,0.2699999999999996,3.016759776536308,0.969832402234637,7.2727272727272725,0.8136363636363636
20,2023-S04,2023,4,Customer Web Portal,EIP-QA,Low,10.0,80.0,Test Design,No,28.8,30.38,0,-1.5799999999999983,-5.4861111111111045,1.054861111111111,7.2727272727272725,2.618181818181818
20,2023-S04,2023,4,Customer Web Portal,EIP-QA,Low,10.0,80.0,Automation Development,No,31.92,32.38,0,-0.46000000000000085,-1.441102756892233,1.0144110275689224,7.2727272727272725,2.901818181818182
20,2023-S04,2023,4,Customer Web Portal,EIP-QA,Low,10.0,80.0,Test Execution,No,11.24,11.04,0,0.20000000000000107,1.7793594306049918,0.9822064056939501,7.2727272727272725,1.0218181818181817
20,2023-S04,2023,4,Customer Web Portal,EIP-QA,Low,10.0,80.0,Regression Testing,No,14.9,17.69,0,-2.790000000000001,-18.724832214765105,1.187248322147651,7.2727272727272725,1.3545454545454545
20,2023-S04,2023,4,Customer Web Portal,EIP-QA,Low,10.0,80.0,Defect Management,No,22.18,21.6,0,0.5799999999999983,2.6149684400360607,0.9738503155996394,7.2727272727272725,2.016363636363636
21,2023-S04,2023,4,ERP Operations,ERP Operations QA,Medium,9.0,53.0,Test Planning,No,9.9,6.87,0,3.0300000000000002,30.60606060606061,0.693939393939394,5.3,0.99
21,2023-S04,2023,4,ERP Operations,ERP Operations QA,Medium,9.0,53.0,Test Design,No,22.48,22.0,0,0.4800000000000004,2.1352313167259807,0.9786476868327402,5.3,2.248
21,2023-S04,2023,4,ERP Operations,ERP Operations QA,Medium,9.0,53.0,Automation Development,No,39.9,37.2,0,2.6999999999999957,6.766917293233073,0.9323308270676692,5.3,3.9899999999999998
21,2023-S04,2023,4,ERP Operations,ERP Operations QA,Medium,9.0,53.0,Test Execution,No,9.07,8.73,0,0.33999999999999986,3.7486218302094803,0.9625137816979052,5.3,0.907
21,2023-S04,2023,4,ERP Operations,ERP Operations QA,Medium,9.0,53.0,Regression Testing,No,18.88,21.18,0,-2.3000000000000007,-12.182203389830514,1.1218220338983051,5.3,1.888
21,2023-S04,2023,4,ERP Operations,ERP Operations QA,Medium,9.0,53.0,Defect Management,No,14.48,15.49,0,-1.0099999999999998,-6.97513812154696,1.0697513812154695,5.3,1.448
22,2023-S04,2023,4,API Integration Platform,API & Middleware QA,Medium,12.0,105.0,Test Planning,No,12.97,13.2,0,-0.22999999999999865,-1.773323053199681,1.0177332305319968,8.076923076923077,0.9976923076923078
22,2023-S04,2023,4,API Integration Platform,API & Middleware QA,Medium,12.0,105.0,Test Design,No,44.0,49.26,0,-5.259999999999998,-11.95454545454545,1.1195454545454544,8.076923076923077,3.3846153846153846
22,2023-S04,2023,4,API Integration Platform,API & Middleware QA,Medium,12.0,105.0,Automation Development,No,27.1897,26.0,0,1.1896999999999984,4.375553978160842,0.9562444602183916,8.076923076923077,2.0915153846153847
22,2023-S04,2023,4,API Integration Platform,API & Middleware QA,Medium,12.0,105.0,Test Execution,No,15.84,15.7,0,0.14000000000000057,0.8838383838383874,0.9911616161616161,8.076923076923077,1.2184615384615385
22,2023-S04,2023,4,API Integration Platform,API & Middleware QA,Medium,12.0,105.0,Regression Testing,No,23.02,25.04,0,-2.0199999999999996,-8.774978279756732,1.0877497827975673,8.076923076923077,1.7707692307692307
